"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","LUX","Luxembourg","2012","2012",16.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","LUX","Luxembourg","2013","2013",16.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","LUX","Luxembourg","2014","2014",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","LUX","Luxembourg","2015","2015",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","LUX","Luxembourg","2016","2016",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","LUX","Luxembourg","2017","2017",32.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","LUX","Luxembourg","2018","2018",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","LUX","Luxembourg","2019","2019",0,"P","Provisional value"
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","MEX","Mexico","2010","2010",43.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","MEX","Mexico","2011","2011",42.9,"B","Break"
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","MEX","Mexico","2012","2012",42.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","MEX","Mexico","2013","2013",37.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","MEX","Mexico","2014","2014",38.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","MEX","Mexico","2015","2015",35,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","MEX","Mexico","2016","2016",37.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","MEX","Mexico","2017","2017",35,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","MEX","Mexico","2018","2018",34.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","MEX","Mexico","2019","2019",34.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","MEX","Mexico","2020","2020",54,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NLD","Netherlands","2010","2010",2.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NLD","Netherlands","2011","2011",1.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NLD","Netherlands","2012","2012",3.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NLD","Netherlands","2013","2013",2.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NLD","Netherlands","2014","2014",2.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NLD","Netherlands","2015","2015",3.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NLD","Netherlands","2016","2016",3.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NLD","Netherlands","2017","2017",1.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NLD","Netherlands","2018","2018",3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NLD","Netherlands","2019","2019",5.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NLD","Netherlands","2020","2020",1.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NZL","New Zealand","2010","2010",7.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NZL","New Zealand","2011","2011",11.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NZL","New Zealand","2012","2012",11.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NZL","New Zealand","2013","2013",16.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NZL","New Zealand","2014","2014",5.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NZL","New Zealand","2015","2015",9.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NZL","New Zealand","2016","2016",1.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NZL","New Zealand","2017","2017",6.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NZL","New Zealand","2018","2018",13.6,"P","Provisional value"
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NOR","Norway","2010","2010",4.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NOR","Norway","2011","2011",4.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NOR","Norway","2012","2012",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NOR","Norway","2013","2013",3.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NOR","Norway","2014","2014",3.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NOR","Norway","2015","2015",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NOR","Norway","2016","2016",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NOR","Norway","2017","2017",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NOR","Norway","2018","2018",1.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NOR","Norway","2019","2019",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","NOR","Norway","2020","2020",3.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","POL","Poland","2010","2010",2.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","POL","Poland","2011","2011",2.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","POL","Poland","2012","2012",1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","POL","Poland","2013","2013",1.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","POL","Poland","2014","2014",2.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","POL","Poland","2015","2015",1.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","POL","Poland","2016","2016",2.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","POL","Poland","2017","2017",2.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","POL","Poland","2018","2018",1.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","POL","Poland","2019","2019",1.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","POL","Poland","2020","2020",2.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","PRT","Portugal","2010","2010",7.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","PRT","Portugal","2011","2011",5.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","PRT","Portugal","2012","2012",4.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","PRT","Portugal","2013","2013",6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","PRT","Portugal","2014","2014",7.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","PRT","Portugal","2015","2015",7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","PRT","Portugal","2016","2016",8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","PRT","Portugal","2017","2017",12.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","PRT","Portugal","2018","2018",17.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","PRT","Portugal","2019","2019",11.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVK","Slovak Republic","2010","2010",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVK","Slovak Republic","2011","2011",9.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVK","Slovak Republic","2012","2012",3.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVK","Slovak Republic","2013","2013",1.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVK","Slovak Republic","2014","2014",3.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVK","Slovak Republic","2015","2015",1.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVK","Slovak Republic","2016","2016",6.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVK","Slovak Republic","2017","2017",5.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVK","Slovak Republic","2018","2018",3.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVK","Slovak Republic","2019","2019",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVK","Slovak Republic","2020","2020",1.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ESP","Spain","2010","2010",4.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ESP","Spain","2011","2011",3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ESP","Spain","2012","2012",2.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ESP","Spain","2013","2013",4.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ESP","Spain","2014","2014",2.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ESP","Spain","2015","2015",3.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ESP","Spain","2016","2016",3.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ESP","Spain","2017","2017",3.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ESP","Spain","2018","2018",1.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ESP","Spain","2019","2019",1.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ESP","Spain","2020","2020",2.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SWE","Sweden","2010","2010",2.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SWE","Sweden","2011","2011",0.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SWE","Sweden","2012","2012",5.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SWE","Sweden","2013","2013",6.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SWE","Sweden","2014","2014",3.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SWE","Sweden","2015","2015",1.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SWE","Sweden","2016","2016",2.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SWE","Sweden","2017","2017",4.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SWE","Sweden","2018","2018",4.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SWE","Sweden","2019","2019",3.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SWE","Sweden","2020","2020",7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHE","Switzerland","2010","2010",3.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHE","Switzerland","2011","2011",3.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHE","Switzerland","2012","2012",8.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHE","Switzerland","2013","2013",2.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHE","Switzerland","2014","2014",5.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHE","Switzerland","2015","2015",6.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHE","Switzerland","2016","2016",4.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHE","Switzerland","2017","2017",5.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHE","Switzerland","2018","2018",6.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHE","Switzerland","2019","2019",7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","TUR","Türkiye","2010","2010",16.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","TUR","Türkiye","2011","2011",15.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","TUR","Türkiye","2012","2012",15.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","TUR","Türkiye","2013","2013",15.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","TUR","Türkiye","2014","2014",15,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","TUR","Türkiye","2015","2015",14.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","TUR","Türkiye","2016","2016",14.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","TUR","Türkiye","2017","2017",14.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","TUR","Türkiye","2018","2018",13.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","TUR","Türkiye","2019","2019",13.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","TUR","Türkiye","2020","2020",13.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GBR","United Kingdom","2010","2010",5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GBR","United Kingdom","2011","2011",6.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GBR","United Kingdom","2012","2012",6.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GBR","United Kingdom","2013","2013",6.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GBR","United Kingdom","2014","2014",6.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GBR","United Kingdom","2015","2015",4.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GBR","United Kingdom","2016","2016",6.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GBR","United Kingdom","2017","2017",6.5,"P","Provisional value"
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","USA","United States","2018","2018",17.4,"B","Break"
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","USA","United States","2019","2019",20.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","USA","United States","2020","2020",23.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHL","Chile","2010","2010",17.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHL","Chile","2011","2011",16.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHL","Chile","2012","2012",17.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHL","Chile","2013","2013",15.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHL","Chile","2014","2014",13.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHL","Chile","2015","2015",15.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHL","Chile","2016","2016",9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHL","Chile","2017","2017",17.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHL","Chile","2018","2018",13.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHL","Chile","2019","2019",10.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","CHL","Chile","2020","2020",22.1,"P","Provisional value"
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","EST","Estonia","2010","2010",6.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","EST","Estonia","2011","2011",13.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","EST","Estonia","2012","2012",7.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","EST","Estonia","2013","2013",7.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","EST","Estonia","2014","2014",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","EST","Estonia","2015","2015",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","EST","Estonia","2016","2016",14.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","EST","Estonia","2017","2017",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","EST","Estonia","2018","2018",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","EST","Estonia","2019","2019",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","EST","Estonia","2020","2020",7.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2010","2010",4.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2011","2011",1.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2012","2012",5.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2013","2013",4.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2014","2014",2.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2015","2015",3.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2016","2016",2.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2017","2017",2.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2018","2018",3.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2019","2019",3.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2020","2020",2.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2010","2010",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2011","2011",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2012","2012",9.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2013","2013",4.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2014","2014",4.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2015","2015",5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2016","2016",5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2017","2017",5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2018","2018",0,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2010","2010",4.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2011","2011",4.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2012","2012",4.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2013","2013",3.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2014","2014",3.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2015","2015",3.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2016","2016",3.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2017","2017",3.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2018","2018",3.5,"E","Estimated value"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2019","2019",3.9,"E","Estimated value"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2020","2020",4.1,"P","Provisional value"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2010","2010",5.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2011","2011",5.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2012","2012",5.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2013","2013",5.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2014","2014",5.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2015","2015",5.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2016","2016",5.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2017","2017",4.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2018","2018",4.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2019","2019",5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2020","2020",5.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2010","2010",6.7,"B","Break"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2011","2011",6.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2012","2012",6.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2013","2013",6.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2014","2014",6.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2015","2015",6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2016","2016",6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2017","2017",7.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2018","2018",6.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2019","2019",6.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2010","2010",6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2011","2011",6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2012","2012",5.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2013","2013",5.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2014","2014",6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2015","2015",5.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2016","2016",5.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2017","2017",5.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2018","2018",5.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2019","2019",5.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2020","2020",5.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2010","2010",3.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2011","2011",3.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2012","2012",3.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2013","2013",3.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2014","2014",3.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2015","2015",3.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2016","2016",3.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2017","2017",3.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2018","2018",3.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2019","2019",3.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2020","2020",3.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2010","2010",4.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2011","2011",4.5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2012","2012",4.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2013","2013",4.8,,
